courseid,classname,units,subject
PHYS221C,Quantum Mechanics,4,Physics
PHYS224,Frontiers of Physics and Astrophysics,4,Physics
PHYS225A,Elementary Particles,4,Physics
PHYS225B,Elementary Particles,4,Physics
PHYS226,Cosmology,4,Physics
PHYS227,Particle Astrophysics,4,Physics
PHYS229,Theory of Dark Matter Halos and Galaxies,4,Physics
PHYS230A,Advanced Quantum Mechanics and Quantum Theory of Fields,4,Physics
PHYS230B,Advanced Quantum Mechanics and Quantum Theory of Fields,4,Physics
PHYS230C,Advanced Quantum Mechanics and Quantum Theory of Fields,4,Physics
PHYS231,Methods of Theoretical Physics,4,Physics
PHYS234,Physics of Nanoscale Systems,4,Physics
PHYS235,Spintronics and Nanoscale Magnetism,4,Physics
PHYS236,Experimental Techniques in Condensed Matter Physics,4,Physics
PHYS237,Experimental Quantum Computing,4,Physics
PHYS240A,Condensed Matter Physics,4,Physics
PHYS240B,Condensed Matter Physics,4,Physics
PHYS241A,Advanced Statistical Physics and Field Theory,4,Physics
PHYS241B,Advanced Statistical Physics and Field Theory,4,Physics
PHYS241C,Advanced Statistical Physics and Field Theory,4,Physics
PHYS242,Physics at Surfaces and Interfaces,4,Physics
PHYS243,Foundations of Applied Machine Learning,4,Physics
PHYS244,Application of Visualization in Data Science,4,Physics
PHYS245,Atomic and Solid-State Physics With Positrons,4,Physics
PHYS246,Biological Physics,4,Physics
PHYS247,Introduction to Applied Data Science,4,Physics
PHYS250,Special Topics Seminar in Physics and Astronomy,2,Physics
PHYS256,Advances in Nanoscale Physics 1 or,2,Physics
PHYS258,Seminar in Surface Science,1,Physics
PHYS260,Special Topics in Condensed Matter Physics,4,Physics
PHYS261,Special Topics in Astrophysics,4,Physics
PHYS262,Special Topics in High Energy Physics,4,Physics
PHYS288,Current Research Themes in Physics,2,Physics
PHYS289,Colloquium in Physics,1,Physics
PHYS290,Directed Studies 1 to,6,Physics
PHYS291,Individual Study in Coordinated Areas 1 to,6,Physics
PHYS296,Summer Research in Physics,2,Physics
PHYS297,Directed Research 1 to,6,Physics
PHYS299,Research For Thesis Or Dissertation 1 to,12,Physics
PHYS301,Teaching of Physics at the College Level,2,Physics
PHYS302,Teaching Practicum 1 to,4,Physics
PHYS401,Professional Development in Physics and Astronomy,2,Physics
PLPA010,Microbes and Society: A Window Into the Microbial World Around Us,4,Plant Pathology
PLPA120,Introduction to Plant Pathology,3,Plant Pathology
PLPA120L,Introduction to Plant Pathology Laboratory,1,Plant Pathology
PLPA123,Introduction to Comparative Virology,4,Plant Pathology
PLPA125,"Pesticides, Biological Organisms, and the Environment",3,Plant Pathology
PLPA134,Introduction to Mycology,3,Plant Pathology
PLPA134L,Introduction to Mycology Laboratory,1,Plant Pathology
PLPA190,Special Studies 1 to,5,Plant Pathology
PLPA197,Research For Undergraduates 1 to,4,Plant Pathology
PLPA200,Fungal Diseases of Plants,3,Plant Pathology
PLPA206,Phytopathogens: Nematodes,2,Plant Pathology
PLPA207,Bacterial and Viral Diseases of Plants,3,Plant Pathology
PLPA210,Introduction to Plant Pathology,5,Plant Pathology
PLPA219,Molecular Plant Virology,3,Plant Pathology
PLPA221,Chemical Control of Plant Diseases,3,Plant Pathology
PLPA226,Microbial Genetics,4,Plant Pathology
PLPA230,Molecular Plant-Microbial Interactions,3,Plant Pathology
PLPA234,Introduction to Mycology,5,Plant Pathology
PLPA235,Epidemiology of Plant Disease,4,Plant Pathology
PLPA240,Field Plant Pathology,1,Plant Pathology
PLPA241,Special Topics,2,Plant Pathology
PLPA245,Field Mycology,1,Plant Pathology
PLPA246,Diagnosis of Plant Disease,2,Plant Pathology
PLPA250,Seminar in Plant Pathology,1,Plant Pathology
PLPA261,"Seminar in Genetics, Genomics, and Bioinformatics",1,Plant Pathology
PLPA265,A Colloquium On the Principles of Plant Pathology,3,Plant Pathology
PLPA290,Research Or Study On Special Topics By Individual Graduate Students 1 to,6,Plant Pathology
PLPA291,Individual Study in Coordinated Areas 1 to,6,Plant Pathology
PLPA297,Directed Research 1 to,6,Plant Pathology
PLPA299,Research For Thesis Or Dissertation 1 to,12,Plant Pathology
PN116,Japan and its Others,4,Unknown
PORT101A,Intensive Brazilian Portuguese For Speakers of Spanish,4,Portuguese
PORT101B,Intensive Brazilian Portuguese For Speakers of Spanish,4,Portuguese
PORT101C,Intensive Brazilian Portuguese For Speakers of Spanish,4,Portuguese
PORT162,(E-Z) Survey in Brazilian Fiction,4,Portuguese
PORT190,Special Studies 1 to,5,Portuguese
PORT201,Brazilian Literature,4,Portuguese
POSC005,Political Ideologies,5,Political Sciences
POSC005H,Honors Political Ideologies,5,Political Sciences
POSC005W,Political Ideologies,5,Political Sciences
POSC007,Introduction to Political Theory,5,Political Sciences
POSC007W,Introduction to Political Theory,5,Political Sciences
POSC010,American Politics,5,Political Sciences
POSC010H,Honors American Politics,5,Political Sciences
POSC010W,American Politics,5,Political Sciences
POSC015,Comparative Politics,5,Political Sciences
POSC015H,Honors Comparative Politics,5,Political Sciences
POSC017,Politics of the Global South,5,Political Sciences
POSC020,World Politics,5,Political Sciences
POSC020H,Honors World Politics,5,Political Sciences
POSC045,Special Seminar in Political Science,1,Political Sciences
POSC100,Presidential Politics,4,Political Sciences
POSC101,The United States Congress,4,Political Sciences
POSC102,Political Behavior in Comparative Perspective,4,Political Sciences
POSC102S,Political Behavior in Comparative Perspective,5,Political Sciences
POSC103,Political Psychology,4,Political Sciences
POSC103S,Political Psychology,5,Political Sciences
POSC104,"Special Topics in the Politics of Race, Immigration, and Ethnicity",4,Political Sciences
POSC104S,"Special Topics in the Politics of Race, Immigration, and Ethnicity",5,Political Sciences
POSC105,Race and Law Enforcement,4,Political Sciences
POSC106,Environmental Political Thought,4,Political Sciences
POSC106S,Environmental Political Thought,5,Political Sciences
POSC107,Non Western Political Thought,4,Political Sciences
POSC108,"Politics of Race, Immigration, and Ethnicity in the United States",5,Political Sciences
POSC109,Political Religions and Religious Politics,4,Political Sciences
POSC110,The Origins of Political Ideas,4,Political Sciences
POSC110S,The Origins of Political Ideas,5,Political Sciences
POSC111,Democracy and the Social Contract,4,Political Sciences
POSC111S,Democracy and the Social Contract,5,Political Sciences
POSC112,Modern Political Theory,4,Political Sciences
POSC112S,Modern Political Theory,5,Political Sciences
POSC113,American Political Thought,4,Political Sciences
POSC114,Theory and Methodology of Political Science,4,Political Sciences
POSC114H,Honors Theory and Methodology of Political Science,5,Political Sciences
POSC114L,Theory and Methodology of Political Science,4,Political Sciences
POSC114S,Theory and Methodology of Political Science,5,Political Sciences
POSC115,Utopia and Dystopia,4,Political Sciences
POSC115S,Utopia and Dystopia,5,Political Sciences
POSC116,"Capitalism, Socialism, and Political Theory",4,Political Sciences
POSC116S,"Capitalism, Socialism, and Political Theory",5,Political Sciences
POSC117,Contemporary Democratic Theory,4,Political Sciences
POSC117S,Contemporary Democratic Theory,5,Political Sciences
POSC119,Political Thinkers in Depth,4,Political Sciences
POSC120,The Politics of India and Pakistan,4,Political Sciences
POSC121,Monarchy,4,Political Sciences
POSC121S,Monarchy,5,Political Sciences
POSC122,Skepticism and Liberalism,4,Political Sciences
POSC122S,Skepticism and Liberalism,5,Political Sciences
POSC123,Conflict Resolution,4,Political Sciences
POSC124,International Relations,4,Political Sciences
POSC124S,International Relations,5,Political Sciences
POSC125,United States Foreign Policy Since World War II,4,Political Sciences
POSC126,"The Politics of International Trade, Finance, and Development",4,Political Sciences
POSC126S,"The Politics of International Trade, Finance, and Development",5,Political Sciences
POSC127,Global Environmental Politics,4,Political Sciences
POSC127S,Global Environmental Politics,5,Political Sciences
POSC128,Comparative Foreign Policy,4,Political Sciences
POSC129,The Proliferation of Weapons of Mass Destruction,4,Political Sciences
POSC130,Politics and Economics of the Pacific Rim,4,Political Sciences
POSC132,Postconflict Justice and Reconciliation,4,Political Sciences
POSC132S,Postconflict Justice and Reconciliation,5,Political Sciences
POSC134,Political Economy of International Finance,4,Political Sciences
POSC134S,Political Economy of International Finance,5,Political Sciences
POSC136,Political Economy of International Migration,4,Political Sciences
POSC136S,Political Economy of International Migration,5,Political Sciences
POSC137,Environmental Justice and Human Rights,4,Political Sciences
POSC137S,Environmental Justice and Human Rights,5,Political Sciences
POSC138,Labor and Globalization,4,Political Sciences
POSC138S,Labor and Globalization,5,Political Sciences
POSC139,"Environment, Sustainability, and Society",4,Political Sciences
POSC139S,"Environment, Sustainability, and Society",5,Political Sciences
POSC140,Militarism and Hegemony in the Ancient World,4,Political Sciences
POSC141,Women and the American Political Process,4,Political Sciences
POSC142,(E-Z) Simulation Laboratory 2 to,4,Political Sciences
POSC142L,The United Nations,2,Political Sciences
POSC142M,Model United Nations: Country Studies (Simulation),2,Political Sciences
POSC143,Elections and Political Participation,4,Political Sciences
POSC143S,Elections and Political Participation,5,Political Sciences
POSC144,Politics Through Film,4,Political Sciences
POSC144S,Politics Through Film,5,Political Sciences
POSC145,Money in American Politics,4,Political Sciences
POSC146,Mass Media and Public Opinion,4,Political Sciences
POSC147,Political Theory of Globalization,4,Political Sciences
POSC147S,Political Theory of Globalization,5,Political Sciences
POSC148,Politics of Congressional Elections,4,Political Sciences
POSC148H,Honors Politics of Congressional Elections,5,Political Sciences
POSC148S,Politics of Congressional Elections,5,Political Sciences
POSC149,Presidential Elections,4,Political Sciences
POSC149S,Presidential Elections,5,Political Sciences
POSC150,"Human Rights in Theory, Law, and Politics",4,Political Sciences
POSC150S,"Human Rights in Theory, Law, and Politics",5,Political Sciences
POSC151,African Politics,4,Political Sciences
POSC151S,African Politics,5,Political Sciences
POSC153,Russian Foreign Policy,4,Political Sciences
POSC154,Politics of the European Union,4,Political Sciences
POSC155,Government and Politics in Western Europe,4,Political Sciences
POSC155S,Government and Politics in Western Europe,5,Political Sciences
POSC157,Modern Dictatorships,4,Political Sciences
POSC157S,Modern Dictatorships,5,Political Sciences
POSC158,Politics of Mexico,5,Political Sciences
POSC159,The Armed Forces and Politics,4,Political Sciences
POSC159S,The Armed Forces and Politics,5,Political Sciences
POSC160,Globalization and Development,4,Political Sciences
POSC160S,Globalization and Development,5,Political Sciences
POSC161,United States and Latin American Relations,5,Political Sciences
POSC162,Latin America: the Quest For Development and Democracy,4,Political Sciences
POSC162S,Latin America: the Quest For Development and Democracy,5,Political Sciences
POSC163,Ethnic Politics,4,Political Sciences
POSC163S,Ethnic Politics,5,Political Sciences
POSC164,The Nation State and Capitalism,4,Political Sciences
POSC164S,The Nation State and Capitalism,5,Political Sciences
POSC165,Strategy and Politics,4,Political Sciences
POSC165S,Strategy and Politics,5,Political Sciences
POSC166,Judicial Politics and Policy Making,5,Political Sciences
POSC167,Constitutional Law: Fundamental Freedoms,5,Political Sciences
POSC168,Constitutional Law: Criminal Justice,5,Political Sciences
POSC169,Terrorism and Political Violence,4,Political Sciences
POSC170,Local Leadership in California,4,Political Sciences
POSC171S,American State Politics,5,Political Sciences
POSC173,Government and Politics of California,4,Political Sciences
POSC173S,Government and Politics of California,5,Political Sciences
POSC175H,Introduction to the Honors Thesis,4,Political Sciences
POSC176H,Seminar On Writing the Honors Thesis,4,Political Sciences
POSC177H,Honors Thesis 1 to,4,Political Sciences
POSC178,Political Consequences of Electoral Institutions,4,Political Sciences
POSC178S,Political Consequences of Electoral Institutions,5,Political Sciences
POSC180,The Politics of Public Health,4,Political Sciences
POSC180S,The Politics of Public Health,5,Political Sciences
POSC181,"Public Policy: Values, Conflict, and Politics",4,Political Sciences
POSC182,(E-Z) Politics and Economic Policy,5,Political Sciences
POSC183,Administrative Politics and Theory,4,Political Sciences
POSC183,(E-Z) Administrative Politics and Theory,4,Political Sciences
POSC183E,Bureaucratic Politics,4,Political Sciences
POSC183F,Strategies of Compliance,4,Political Sciences
POSC184,Digital Government,4,Political Sciences
POSC184S,Digital Government,5,Political Sciences
POSC186,Regulation: A Political Perspective,5,Political Sciences
POSC188,Political Violence in Latin America,4,Political Sciences
POSC188S,Political Violence in Latin America,5,Political Sciences
POSC190,Special Studies 1 to,5,Political Sciences
POSC196A,"Moot Court A: Legal Research, Writing, and Advocacy",4,Political Sciences
POSC196B,Moot Court B: Moot Court Competition,3,Political Sciences
POSC197,Research For Undergraduates 1 to,4,Political Sciences
POSC198G,Field Work 1 to,12,Political Sciences
POSC198I,Individual Internship in Political Science 1 to,12,Political Sciences
POSC199,Senior Research 1 to,4,Political Sciences
POSC201,Introduction to Political Inquiry,4,Political Sciences
POSC202A,Survey of Quantitative Methods,4,Political Sciences
POSC202B,Survey of Quantitative Methods,4,Political Sciences
POSC202C,Theory and Methods of Causal Inference and Causal Analysis,4,Political Sciences
POSC203,"Social Science, History, and Qualitative Methodology",4,Political Sciences
POSC204,Mathematical Modeling in Political Science,4,Political Sciences
POSC205,Advanced Regression Analysis,4,Political Sciences
POSC207,Advanced Quantitative Analysis,4,Political Sciences
POSC208,Seminar in Representation,4,Political Sciences
POSC210,Qualitative Interpretive Research Methods,4,Political Sciences
POSC212,Political Theory,4,Political Sciences
POSC213,Rhetoric and Argument in Ancient China and Greece,4,Political Sciences
POSC214,Political Economy of International Trade,4,Political Sciences
POSC215,Political Economy of International Finance,4,Political Sciences
POSC216,International Relations,4,Political Sciences
POSC217,Comparative Politics,4,Political Sciences
POSC218,Political Economy of International Migration,4,Political Sciences
POSC220,"Politics of Race, Immigration, and Ethnicity",4,Political Sciences
POSC225,Formal Analysis,4,Political Sciences
POSC227,Seminar in Religion and Politics,4,Political Sciences
POSC230,Research Colloquium in Political Science,1,Political Sciences
POSC249,American Politics,4,Political Sciences
POSC250,Seminar in Politics and the Legal Order,4,Political Sciences
POSC252,Public Policy,4,Political Sciences
POSC253,Mass Political Behavior,4,Political Sciences
POSC254,Seminar On the United States Congress,4,Political Sciences
POSC255,Seminar in American Electoral Behavior,4,Political Sciences
POSC256,Seminar in Public Opinion and Mass Media,4,Political Sciences
POSC257,Comparative Political Behavior and Elections,4,Political Sciences
POSC258,Congressional Elections,4,Political Sciences
POSC259,Women and the American Political Process,4,Political Sciences
POSC260,Economics and Elections,4,Political Sciences
POSC261,American Political Institutions,4,Political Sciences
POSC262,War Termination and Conflict Resolution,4,Political Sciences
POSC263,Seminar On Conflict and Peace,4,Political Sciences
POSC264,Seminar in International Political Economy,4,Political Sciences
POSC266,Political Economy of Growth,4,Political Sciences
POSC267,Ethics and International Politics,4,Political Sciences
POSC268,Human Rights,4,Political Sciences
POSC269,Political Economy of International Labor,4,Political Sciences
POSC271,Comparative Political Economics,4,Political Sciences
POSC272,Parties and Party Systems in Western Europe,4,Political Sciences
POSC273,Rational Choice in Comparative Politics,4,Political Sciences
POSC274,The Armed Forces and Politics,4,Political Sciences
POSC275,New Books in Comparative Politics,4,Political Sciences
POSC276,Democracy and Democratization,4,Political Sciences
POSC277,African Politics Seminar,4,Political Sciences
